Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
98220;Acme;WA;48.681582;-122.1977;-8;1;48.681582, -122.1977
98233;Burlington;WA;48.486892;-122.33366;-8;1;48.486892, -122.33366
98249;Freeland;WA;48.029176;-122.54222;-8;1;48.029176, -122.54222
98258;Lake Stevens;WA;48.028355;-122.06327;-8;1;48.028355, -122.06327
98290;Snohomish;WA;47.930902;-122.03976;-8;1;47.930902, -122.03976
98338;Graham;WA;47.028423;-122.291;-8;1;47.028423, -122.291
98346;Kingston;WA;47.807359;-122.51962;-8;1;47.807359, -122.51962
98404;Tacoma;WA;47.212421;-122.4156;-8;1;47.212421, -122.4156
98471;Tacoma;WA;47.066193;-122.113223;-8;1;47.066193, -122.113223
98569;Ocean Shores;WA;46.983877;-124.15607;-8;1;46.983877, -124.15607
98575;Quinault;WA;47.489864;-123.81031;-8;1;47.489864, -123.81031
98585;Silver Creek;WA;46.528282;-122.57616;-8;1;46.528282, -122.57616
98624;Ilwaco;WA;46.312541;-124.02968;-8;1;46.312541, -124.02968
98640;Ocean Park;WA;46.501781;-124.04801;-8;1;46.501781, -124.04801
98665;Vancouver;WA;45.681271;-122.66712;-8;1;45.681271, -122.66712
98731;Waller;WA;47.185462;-122.353089;-8;1;47.185462, -122.353089
98815;Cashmere;WA;47.522546;-120.48966;-8;1;47.522546, -120.48966
98829;Malott;WA;48.267188;-119.73538;-8;1;48.267188, -119.73538
98836;Monitor;WA;47.481133;-120.41354;-8;1;47.481133, -120.41354
98946;Thorp;WA;47.087352;-120.71232;-8;1;47.087352, -120.71232
99111;Colfax;WA;46.875136;-117.4092;-8;1;46.875136, -117.4092
99155;Nespelem;WA;48.17266;-119.00126;-8;1;48.17266, -119.00126
99201;Spokane;WA;47.663945;-117.43185;-8;1;47.663945, -117.43185
99206;Spokane;WA;47.646994;-117.25912;-8;1;47.646994, -117.25912
99299;Spokane;WA;47.653568;-117.431742;-8;1;47.653568, -117.431742
98126;Seattle;WA;47.54687;-122.3748;-8;1;47.54687, -122.3748
98226;Bellingham;WA;48.759079;-122.43597;-8;1;48.759079, -122.43597
98241;Darrington;WA;48.265483;-121.56075;-8;1;48.265483, -121.56075
98248;Ferndale;WA;48.852655;-122.61807;-8;1;48.852655, -122.61807
98335;Gig Harbor;WA;47.301252;-122.60562;-8;1;47.301252, -122.60562
98364;Port Gamble;WA;47.854503;-122.59122;-8;1;47.854503, -122.59122
98500;Tumwater;WA;46.985519;-122.907649;-8;1;46.985519, -122.907649
98536;Copalis Crossing;WA;47.179475;-124.14241;-8;1;47.179475, -124.14241
98589;Tenino;WA;46.857968;-122.8326;-8;1;46.857968, -122.8326
98592;Union;WA;47.33179;-123.07403;-8;1;47.33179, -123.07403
98596;Winlock;WA;46.493247;-122.92262;-8;1;46.493247, -122.92262
98620;Goldendale;WA;45.846697;-120.75703;-8;1;45.846697, -120.75703
98642;Ridgefield;WA;45.795825;-122.69804;-8;1;45.795825, -122.69804
98802;East Wenatchee;WA;47.436898;-120.25742;-8;1;47.436898, -120.25742
98830;Mansfield;WA;47.880616;-119.54481;-8;1;47.880616, -119.54481
98837;Moses Lake;WA;47.133606;-119.28455;-8;1;47.133606, -119.28455
98941;Roslyn;WA;47.224876;-120.99286;-8;1;47.224876, -120.99286
99107;Boyds;WA;48.84269;-118.182764;-8;1;48.84269, -118.182764
99134;Harrington;WA;47.460312;-118.38258;-8;1;47.460312, -118.38258
99136;Hay;WA;46.669207;-117.96015;-8;1;46.669207, -117.96015
99150;Malo;WA;48.810879;-118.59088;-8;1;48.810879, -118.59088
99167;Rice;WA;48.406582;-118.11029;-8;1;48.406582, -118.11029
99213;Spokane;WA;47.656726;-117.282483;-8;1;47.656726, -117.282483
99341;Lind;WA;46.912194;-118.63676;-8;1;46.912194, -118.63676
98077;Woodinville;WA;47.752374;-122.058564;-8;1;47.752374, -122.058564
